Date,Country,Site,Species,Genotype,Condition,Temperature,Timepoint,PAM1,PAM2,PAM,sampleID,depth,comment
20241212,MV,MarHE,Por,02,deep,37,420,0.428,,0.428,20241212_MV_MarHE_Por_02_37_420_deep,,
20241212,MV,MarHE,Por,03,deep,37,420,0.462,,0.462,20241212_MV_MarHE_Por_03_37_420_deep,,light 2
20241212,MV,MarHE,Por,04,deep,37,420,0.46,,0.46,20241212_MV_MarHE_Por_04_37_420_deep,,
20241212,MV,MarHE,Por,05,deep,37,420,0.246,,0.246,20241212_MV_MarHE_Por_05_37_420_deep,,
20241212,MV,MarHE,Por,06,shallow,37,420,0.476,,0.476,20241212_MV_MarHE_Por_06_37_420_shallow,,
20241212,MV,MarHE,Por,07,shallow,37,420,0.492,,0.492,20241212_MV_MarHE_Por_07_37_420_shallow,,
20241212,MV,MarHE,Por,08,shallow,37,420,0.427,,0.427,20241212_MV_MarHE_Por_08_37_420_shallow,,
20241212,MV,MarHE,Por,09,shallow,37,420,0.437,,0.437,20241212_MV_MarHE_Por_09_37_420_shallow,,
20241212,MV,MarHE,Por,10,shallow,37,420,0.547,,0.547,20241212_MV_MarHE_Por_10_37_420_shallow,,
20241212,MV,MarHE,Poc,01,deep,34,420,0.654,0.654,0.654,20241212_MV_MarHE_Poc_01_34_420_deep,,
20241212,MV,MarHE,Poc,02,deep,34,420,0.633,0.641,0.633,20241212_MV_MarHE_Poc_02_34_420_deep,,light intensity 2
20241212,MV,MarHE,Poc,03,deep,34,420,0.608,0.56,0.56,20241212_MV_MarHE_Poc_03_34_420_deep,,
20241212,MV,MarHE,Poc,04,deep,34,420,0.602,0.646,0.602,20241212_MV_MarHE_Poc_04_34_420_deep,,
20241212,MV,MarHE,Poc,05,deep,34,420,0.617,0.551,0.551,20241212_MV_MarHE_Poc_05_34_420_deep,,
20241212,MV,MarHE,Poc,06,shallow,34,420,0.631,0.639,0.631,20241212_MV_MarHE_Poc_06_34_420_shallow,,
20241212,MV,MarHE,Poc,07,shallow,34,420,0.62,0.623,0.62,20241212_MV_MarHE_Poc_07_34_420_shallow,,
20241212,MV,MarHE,Poc,08,shallow,34,420,0.637,0.652,0.637,20241212_MV_MarHE_Poc_08_34_420_shallow,,
20241212,MV,MarHE,Poc,09,shallow,34,420,0.656,0.664,0.656,20241212_MV_MarHE_Poc_09_34_420_shallow,,
20241212,MV,MarHE,Poc,10,shallow,34,420,0.623,0.62,0.62,20241212_MV_MarHE_Poc_10_34_420_shallow,,
20241212,MV,MarHE,Por,01,deep,34,420,0.575,,0.575,20241212_MV_MarHE_Por_01_34_420_deep,,
20241212,MV,MarHE,Por,02,deep,34,420,0.567,,0.567,20241212_MV_MarHE_Por_02_34_420_deep,,
20241212,MV,MarHE,Por,03,deep,34,420,0.604,,0.604,20241212_MV_MarHE_Por_03_34_420_deep,,
20241212,MV,MarHE,Por,04,deep,34,420,0.587,,0.587,20241212_MV_MarHE_Por_04_34_420_deep,,Gain at1
20241212,MV,MarHE,Por,05,deep,34,420,0.573,,0.573,20241212_MV_MarHE_Por_05_34_420_deep,,
20241212,MV,MarHE,Por,06,shallow,34,420,0.601,,0.601,20241212_MV_MarHE_Por_06_34_420_shallow,,
20241212,MV,MarHE,Por,07,shallow,34,420,0.57,,0.57,20241212_MV_MarHE_Por_07_34_420_shallow,,
20241212,MV,MarHE,Por,08,shallow,34,420,0.588,,0.588,20241212_MV_MarHE_Por_08_34_420_shallow,,
20241212,MV,MarHE,Por,09,shallow,34,420,0.568,,0.568,20241212_MV_MarHE_Por_09_34_420_shallow,,
20241212,MV,MarHE,Por,10,shallow,34,420,0.602,,0.602,20241212_MV_MarHE_Por_10_34_420_shallow,,
20241212,MV,MarHE,Poc,01,deep,29.5,420,0.651,0.667,0.651,20241212_MV_MarHE_Poc_01_29.5_420_deep,,
20241212,MV,MarHE,Poc,02,deep,29.5,420,0.655,0.668,0.655,20241212_MV_MarHE_Poc_02_29.5_420_deep,,
20241212,MV,MarHE,Poc,03,deep,29.5,420,0.625,0.641,0.625,20241212_MV_MarHE_Poc_03_29.5_420_deep,,
20241212,MV,MarHE,Poc,04,deep,29.5,420,0.604,0.648,0.604,20241212_MV_MarHE_Poc_04_29.5_420_deep,,
20241212,MV,MarHE,Poc,05,deep,29.5,420,0.63,0.667,0.63,20241212_MV_MarHE_Poc_05_29.5_420_deep,,
20241212,MV,MarHE,Poc,06,shallow,29.5,420,0.65,0.659,0.65,20241212_MV_MarHE_Poc_06_29.5_420_shallow,,
20241212,MV,MarHE,Poc,07,shallow,29.5,420,0.66,0.649,0.649,20241212_MV_MarHE_Poc_07_29.5_420_shallow,,
20241212,MV,MarHE,Poc,08,shallow,29.5,420,0.623,0.639,0.623,20241212_MV_MarHE_Poc_08_29.5_420_shallow,,
20241212,MV,MarHE,Poc,09,shallow,29.5,420,0.613,0.668,0.613,20241212_MV_MarHE_Poc_09_29.5_420_shallow,,
20241212,MV,MarHE,Poc,10,shallow,29.5,420,0.636,0.664,0.636,20241212_MV_MarHE_Poc_10_29.5_420_shallow,,
20241212,MV,MarHE,Por,01,deep,29.5,420,0.556,,0.556,20241212_MV_MarHE_Por_01_29.5_420_deep,,
20241212,MV,MarHE,Por,02,deep,29.5,420,0.566,,0.566,20241212_MV_MarHE_Por_02_29.5_420_deep,,
20241212,MV,MarHE,Por,03,deep,29.5,420,0.608,,0.608,20241212_MV_MarHE_Por_03_29.5_420_deep,,
20241212,MV,MarHE,Por,04,deep,29.5,420,0.591,,0.591,20241212_MV_MarHE_Por_04_29.5_420_deep,,
20241212,MV,MarHE,Por,05,deep,29.5,420,0.602,,0.602,20241212_MV_MarHE_Por_05_29.5_420_deep,,
20241212,MV,MarHE,Por,06,shallow,29.5,420,0.595,,0.595,20241212_MV_MarHE_Por_06_29.5_420_shallow,,
20241212,MV,MarHE,Por,07,shallow,29.5,420,0.554,,0.554,20241212_MV_MarHE_Por_07_29.5_420_shallow,,
20241212,MV,MarHE,Por,08,shallow,29.5,420,0.552,,0.552,20241212_MV_MarHE_Por_08_29.5_420_shallow,,
20241212,MV,MarHE,Por,09,shallow,29.5,420,0.561,,0.561,20241212_MV_MarHE_Por_09_29.5_420_shallow,,gain 1
20241212,MV,MarHE,Por,10,shallow,29.5,420,0.57,,0.57,20241212_MV_MarHE_Por_10_29.5_420_shallow,,
20241212,MV,MarHE,Poc,01,deep,39.5,1080,0,0.031,0,20241212_MV_MarHE_Poc_01_39.5_1080_deep,,
20241212,MV,MarHE,Poc,02,deep,39.5,1080,0.024,0.03,0.024,20241212_MV_MarHE_Poc_02_39.5_1080_deep,,
20241212,MV,MarHE,Poc,03,deep,39.5,1080,0.024,0.054,0.024,20241212_MV_MarHE_Poc_03_39.5_1080_deep,,
20241212,MV,MarHE,Poc,04,deep,39.5,1080,0,0.016,0,20241212_MV_MarHE_Poc_04_39.5_1080_deep,,
20241212,MV,MarHE,Poc,05,deep,39.5,1080,0.012,0,0,20241212_MV_MarHE_Poc_05_39.5_1080_deep,,
20241212,MV,MarHE,Poc,06,shallow,39.5,1080,0,0,0,20241212_MV_MarHE_Poc_06_39.5_1080_shallow,,
20241212,MV,MarHE,Poc,07,shallow,39.5,1080,0.104,0.054,0.054,20241212_MV_MarHE_Poc_07_39.5_1080_shallow,,gain 4 at the ripetition only side 1
20241212,MV,MarHE,Poc,08,shallow,39.5,1080,0,0,0,20241212_MV_MarHE_Poc_08_39.5_1080_shallow,,
20241212,MV,MarHE,Poc,09,shallow,39.5,1080,0.09,0.035,0.035,20241212_MV_MarHE_Poc_09_39.5_1080_shallow,,
20241212,MV,MarHE,Poc,10,shallow,39.5,1080,0.148,0.011,0.011,20241212_MV_MarHE_Poc_10_39.5_1080_shallow,,
20241212,MV,MarHE,Por,01,deep,39.5,1080,0.031,,0.031,20241212_MV_MarHE_Por_01_39.5_1080_deep,,
20241212,MV,MarHE,Por,02,deep,39.5,1080,0,,0,20241212_MV_MarHE_Por_02_39.5_1080_deep,,
20241212,MV,MarHE,Por,03,deep,39.5,1080,0.012,,0.012,20241212_MV_MarHE_Por_03_39.5_1080_deep,,
20241212,MV,MarHE,Por,04,deep,39.5,1080,0.029,,0.029,20241212_MV_MarHE_Por_04_39.5_1080_deep,,
20241212,MV,MarHE,Por,05,deep,39.5,1080,0,,0,20241212_MV_MarHE_Por_05_39.5_1080_deep,,
20241212,MV,MarHE,Por,06,shallow,39.5,1080,0.012,,0.012,20241212_MV_MarHE_Por_06_39.5_1080_shallow,,
20241212,MV,MarHE,Por,07,shallow,39.5,1080,0.019,,0.019,20241212_MV_MarHE_Por_07_39.5_1080_shallow,,
20241212,MV,MarHE,Por,08,shallow,39.5,1080,0.021,,0.021,20241212_MV_MarHE_Por_08_39.5_1080_shallow,,
20241212,MV,MarHE,Por,09,shallow,39.5,1080,0.005,,0.005,20241212_MV_MarHE_Por_09_39.5_1080_shallow,,
20241212,MV,MarHE,Por,10,shallow,39.5,1080,0.007,,0.007,20241212_MV_MarHE_Por_10_39.5_1080_shallow,,
20241212,MV,MarHE,Poc,01,deep,37,1080,0.067,0.051,0.051,20241212_MV_MarHE_Poc_01_37_1080_deep,,gain to 3
20241212,MV,MarHE,Poc,02,deep,37,1080,0.033,0.088,0.033,20241212_MV_MarHE_Poc_02_37_1080_deep,,gain to 2
20241212,MV,MarHE,Poc,03,deep,37,1080,0.081,0.211,0.081,20241212_MV_MarHE_Poc_03_37_1080_deep,,
20241212,MV,MarHE,Poc,04,deep,37,1080,0.414,0.492,0.414,20241212_MV_MarHE_Poc_04_37_1080_deep,,
20241212,MV,MarHE,Poc,05,deep,37,1080,0.143,0.094,0.094,20241212_MV_MarHE_Poc_05_37_1080_deep,,
20241212,MV,MarHE,Poc,06,shallow,37,1080,0.006,0.017,0.006,20241212_MV_MarHE_Poc_06_37_1080_shallow,,
20241212,MV,MarHE,Poc,07,shallow,37,1080,0.088,0.067,0.067,20241212_MV_MarHE_Poc_07_37_1080_shallow,,
20241212,MV,MarHE,Poc,08,shallow,37,1080,0.583,0.49,0.49,20241212_MV_MarHE_Poc_08_37_1080_shallow,,
20241212,MV,MarHE,Poc,09,shallow,37,1080,0.071,0.034,0.034,20241212_MV_MarHE_Poc_09_37_1080_shallow,,
20241212,MV,MarHE,Poc,10,shallow,37,1080,0.224,0.38,0.224,20241212_MV_MarHE_Poc_10_37_1080_shallow,,
20241212,MV,MarHE,Por,01,deep,37,1080,0.456,,0.456,20241212_MV_MarHE_Por_01_37_1080_deep,,
20241212,MV,MarHE,Por,02,deep,37,1080,0.428,,0.428,20241212_MV_MarHE_Por_02_37_1080_deep,,gain to 1
20241212,MV,MarHE,Por,03,deep,37,1080,0.422,,0.422,20241212_MV_MarHE_Por_03_37_1080_deep,,
20241212,MV,MarHE,Por,04,deep,37,1080,0.468,,0.468,20241212_MV_MarHE_Por_04_37_1080_deep,,
20241212,MV,MarHE,Por,05,deep,37,1080,0.256,,0.256,20241212_MV_MarHE_Por_05_37_1080_deep,,
20241212,MV,MarHE,Por,06,shallow,37,1080,0.409,,0.409,20241212_MV_MarHE_Por_06_37_1080_shallow,,
20241212,MV,MarHE,Por,07,shallow,37,1080,0.44,,0.44,20241212_MV_MarHE_Por_07_37_1080_shallow,,
20241212,MV,MarHE,Por,08,shallow,37,1080,0.309,,0.309,20241212_MV_MarHE_Por_08_37_1080_shallow,,
20241212,MV,MarHE,Por,09,shallow,37,1080,0.405,,0.405,20241212_MV_MarHE_Por_09_37_1080_shallow,,
20241212,MV,MarHE,Por,10,shallow,37,1080,0.472,,0.472,20241212_MV_MarHE_Por_10_37_1080_shallow,,
20241212,MV,MarHE,Poc,01,deep,34,1080,0.646,0.642,0.642,20241212_MV_MarHE_Poc_01_34_1080_deep,,
20241212,MV,MarHE,Poc,02,deep,34,1080,0.616,0.667,0.616,20241212_MV_MarHE_Poc_02_34_1080_deep,,
20241212,MV,MarHE,Poc,03,deep,34,1080,0.625,0.63,0.625,20241212_MV_MarHE_Poc_03_34_1080_deep,,
20241212,MV,MarHE,Poc,04,deep,34,1080,0.616,0.626,0.616,20241212_MV_MarHE_Poc_04_34_1080_deep,,
20241212,MV,MarHE,Poc,05,deep,34,1080,0.629,0.578,0.578,20241212_MV_MarHE_Poc_05_34_1080_deep,,
20241212,MV,MarHE,Poc,06,shallow,34,1080,0.622,0.66,0.622,20241212_MV_MarHE_Poc_06_34_1080_shallow,,
20241212,MV,MarHE,Poc,07,shallow,34,1080,0.659,0.659,0.659,20241212_MV_MarHE_Poc_07_34_1080_shallow,,
20241212,MV,MarHE,Poc,08,shallow,34,1080,0.626,0.638,0.626,20241212_MV_MarHE_Poc_08_34_1080_shallow,,
20241212,MV,MarHE,Poc,09,shallow,34,1080,0.668,0.666,0.666,20241212_MV_MarHE_Poc_09_34_1080_shallow,,
20241212,MV,MarHE,Poc,10,shallow,34,1080,0.623,0.638,0.623,20241212_MV_MarHE_Poc_10_34_1080_shallow,,
20241212,MV,MarHE,Por,01,deep,34,1080,0.589,,0.589,20241212_MV_MarHE_Por_01_34_1080_deep,,
20241212,MV,MarHE,Por,02,deep,34,1080,0.604,,0.604,20241212_MV_MarHE_Por_02_34_1080_deep,,
20241212,MV,MarHE,Por,03,deep,34,1080,0.611,,0.611,20241212_MV_MarHE_Por_03_34_1080_deep,,
20241212,MV,MarHE,Por,04,deep,34,1080,0.581,,0.581,20241212_MV_MarHE_Por_04_34_1080_deep,,
20241212,MV,MarHE,Por,05,deep,34,1080,0.601,,0.601,20241212_MV_MarHE_Por_05_34_1080_deep,,
20241212,MV,MarHE,Por,06,shallow,34,1080,0.561,,0.561,20241212_MV_MarHE_Por_06_34_1080_shallow,,
20241212,MV,MarHE,Por,07,shallow,34,1080,0.558,,0.558,20241212_MV_MarHE_Por_07_34_1080_shallow,,gain to 1
20241212,MV,MarHE,Por,08,shallow,34,1080,0.574,,0.574,20241212_MV_MarHE_Por_08_34_1080_shallow,,
20241212,MV,MarHE,Por,09,shallow,34,1080,0.57,,0.57,20241212_MV_MarHE_Por_09_34_1080_shallow,,
20241212,MV,MarHE,Por,10,shallow,34,1080,0.592,,0.592,20241212_MV_MarHE_Por_10_34_1080_shallow,,
20241212,MV,MarHE,Poc,01,deep,29.5,1080,0.665,0.677,0.665,20241212_MV_MarHE_Poc_01_29.5_1080_deep,,
20241212,MV,MarHE,Poc,02,deep,29.5,1080,0.66,0.661,0.66,20241212_MV_MarHE_Poc_02_29.5_1080_deep,,
20241212,MV,MarHE,Poc,03,deep,29.5,1080,0.626,0.647,0.626,20241212_MV_MarHE_Poc_03_29.5_1080_deep,,
20241212,MV,MarHE,Poc,04,deep,29.5,1080,0.617,0.64,0.617,20241212_MV_MarHE_Poc_04_29.5_1080_deep,,
20241212,MV,MarHE,Poc,05,deep,29.5,1080,0.655,0.672,0.655,20241212_MV_MarHE_Poc_05_29.5_1080_deep,,
20241212,MV,MarHE,Poc,06,shallow,29.5,1080,0.652,0.653,0.652,20241212_MV_MarHE_Poc_06_29.5_1080_shallow,,
20241212,MV,MarHE,Poc,07,shallow,29.5,1080,0.664,0.661,0.661,20241212_MV_MarHE_Poc_07_29.5_1080_shallow,,
20241212,MV,MarHE,Poc,08,shallow,29.5,1080,0.632,0.636,0.632,20241212_MV_MarHE_Poc_08_29.5_1080_shallow,,
20241212,MV,MarHE,Poc,09,shallow,29.5,1080,0.631,0.664,0.631,20241212_MV_MarHE_Poc_09_29.5_1080_shallow,,
20241212,MV,MarHE,Poc,10,shallow,29.5,1080,0.636,0.662,0.636,20241212_MV_MarHE_Poc_10_29.5_1080_shallow,,
20241212,MV,MarHE,Por,01,deep,29.5,1080,0.582,,0.582,20241212_MV_MarHE_Por_01_29.5_1080_deep,,
20241212,MV,MarHE,Por,02,deep,29.5,1080,0.597,,0.597,20241212_MV_MarHE_Por_02_29.5_1080_deep,,
20241212,MV,MarHE,Por,03,deep,29.5,1080,0.606,,0.606,20241212_MV_MarHE_Por_03_29.5_1080_deep,,
20241212,MV,MarHE,Por,04,deep,29.5,1080,0.586,,0.586,20241212_MV_MarHE_Por_04_29.5_1080_deep,,
20241212,MV,MarHE,Por,05,deep,29.5,1080,0.582,,0.582,20241212_MV_MarHE_Por_05_29.5_1080_deep,,
20241212,MV,MarHE,Por,06,shallow,29.5,1080,0.594,,0.594,20241212_MV_MarHE_Por_06_29.5_1080_shallow,,
20241212,MV,MarHE,Por,07,shallow,29.5,1080,0.551,,0.551,20241212_MV_MarHE_Por_07_29.5_1080_shallow,,
20241212,MV,MarHE,Por,08,shallow,29.5,1080,0.547,,0.547,20241212_MV_MarHE_Por_08_29.5_1080_shallow,,
20241212,MV,MarHE,Por,09,shallow,29.5,1080,0.563,,0.563,20241212_MV_MarHE_Por_09_29.5_1080_shallow,,
20241212,MV,MarHE,Por,10,shallow,29.5,1080,0.582,,0.582,20241212_MV_MarHE_Por_10_29.5_1080_shallow,,
