Name,Date,County,Reef-site,Transect-number,Transect-meter,other,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1351,1766,Algae,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1263,2060,Algae,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1623,3093,Algae,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1279,2949,CCA,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1346,2836,Algae,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1373,2841,Algae,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1375,3070,CCA,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1669,1321,HS,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1908,1115,HS,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2000,1225,HS,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1797,1649,D_coral,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1649,1432,HS,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1674,1513,HS,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1794,1942,HC_branch,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1808,3016,Algae,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2411,1765,Unk,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2428,1769,Unk,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2236,1624,HS,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2310,1965,Unk,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2355,2514,Algae,MatthewsG,2024-12-13 11:14:21+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2347,2571,Algae,MatthewsG,2024-12-13 11:14:20+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_0m_PC130496.JPG,2024-12-13,MV,Coral-Garden,T1,0m,deep,,3.090083,72.967917,10,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2213,2280,Algae,MatthewsG,2024-12-13 11:14:20+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,516,1084,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,730,864,CCA,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,811,1342,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,597,1212,CCA,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,572,1944,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,734,1790,Unk,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1133,833,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1094,850,Unk,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1060,1293,HS,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1167,1500,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1151,1724,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1156,1781,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1154,2129,CCA,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1171,2664,Unk,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1059,2412,Unk,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1402,870,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1496,854,D_coral,MatthewsG,2024-12-13 11:19:10+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1313,1377,Algae,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1612,1368,Algae,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1365,1245,Unk,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1577,1227,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1549,1797,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1546,2083,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1511,2360,HS,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1613,2660,Unk,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1556,2616,HS,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1718,1482,Algae,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1964,1732,Unk,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1865,1874,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1791,1936,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1729,1951,Algae,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1675,2116,Unk,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2373,1441,Unk,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2086,1848,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2158,1801,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2296,1954,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2174,1649,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2069,2173,D_coral,MatthewsG,2024-12-13 11:19:09+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2355,2415,D_coral,MatthewsG,2024-12-13 11:19:08+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_10m_PC130466.JPG,2024-12-13,MV,Coral-Garden,T1,10m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,2045,2525,D_coral,MatthewsG,2024-12-13 11:19:08+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,610,1139,Algae,MatthewsG,2024-12-13 11:28:12+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,817,1445,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,828,1324,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,715,1475,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,564,1966,D_coral,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,828,2400,D_coral,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,746,2773,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1354,1036,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,994,1597,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,975,1679,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1221,1818,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1232,2065,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
20241213_MV_coral-garden_deep_T1_15m_PC130444.JPG,2024-12-13,MV,Coral-Garden,T1,15m,deep,,3.090083,72.967917,10.6,Olympus TOUGH TG6,Ruiyuan_Liu,,,,,,1014,2464,Algae,MatthewsG,2024-12-13 11:28:11+00:00,,,,,,,,,,
